"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"South Asia (IDA & IBRD)","TSA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00497360218156659","0.0142675277091947","0.0171931041950732","0.0269300137146501","0.0460518549971965","0.0422726953983393","0.0520586487164561","0.0541209426033527","0.0495914100405555","0.0461153348197032","9.40277849995466","15.072380405882","20.7861650314701","23.044787674739","25.0455536196624","41.3061067451093","46.9002871509896","47.2198221549866","53.4780868512884","73.6644132314858","71.7967002769198","78.7014697298416","84.8233829979979","85.9810196409738","86.7087266200403","88.4368059296336","89.803815845415","84.7733639004679","85.2487853342881","91.0415279667843","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.170160154001865","0","0.126026924659313","0.129198286515802","0.377063856296678","0.581112980639757","4.35335525781419","4.25112221003543","4.12017913345554","4.7429883789158","5.46746386150197","23.5853456061286","27.2072484814646","30.0548094232091","39.1121549693499","44.7627500737606","61.4614496585173","63.0353817602208","70.6541622826606","68.534674906087","69.0713061300722","68.5808739916907","68.9771952257","70.4240393371183","70.6100909309789","73.3787060879165","73.8855115499811","75.2860305391623","76.4621546023252","73.9687186045523","72.1255045305901","72.2473525046929","",
"Trinidad and Tobago","TTO","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","76","94","95","89","89","90","90","90","90","92","92","92","90","97","89","99","93","96","94","93","",
"Tunisia","TUN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","88","91","94","94","94","93","92","96","97","99","98","99","99","98","98","97","98","98","98","98","98","97","98","97","97","97","",
"Turkiye","TUR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","77","72","68","77","85","82","96","92","94","96","96","97","97","96","97","98","96","98","99","98","96","99","",
"Tuvalu","TUV","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","49","86","88","96","93","81","99","99","95","98","79","97","97","99","91","89","96","97","90","89","96","94","96","89","92","93","94","91","",
"Tanzania","TZA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","95","95","90","90","83","86","85","91","90","92","91","97","96","92","90","89","89","86","81","88","",
"Uganda","UGA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","44","62","64","64","73","71","79","80","82","83","84","85","89","93","94","93","93","89","91","89","",
"Ukraine","UKR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","48","77","98","97","96","92","84","66","48","21","46","46","22","22","26","52","67","76","81","77","62","",
"Upper middle income","UMC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.717201890736294","0.910610590468394","0.937666990754317","4.25508061020832","7.57387111930916","9.20903456059374","13.6666260422158","15.6816326892891","18.4508136394561","19.870336615014","28.0317729367779","63.5185577566742","66.9646829436917","72.1933709623829","77.2995945528972","80.4677638806044","84.7212419135211","87.9034022722084","89.9425459876045","91.8520505038926","93.9136879570469","93.7248515202294","94.0036307893191","94.2417694507325","94.2362652864461","94.0022304644726","93.1168710135289","92.9563774129818","91.6289743427224","91.9371863047925","90.5920263497157","89.3997517772705","87.4261674562204","91.1567091563532","",
"Uruguay","URY","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","92","94","95","91","94","96","95","94","94","95","95","95","95","94","95","95","95","93","91","94","92","91","94","",
"United States","USA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","42","68","82","84","87","88","90","89","88","92","92","93","93","93","94","92","92","91","90","91","92","92","93","91","91","91","91","92","93","",
"Uzbekistan","UZB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","99","99","99","98","99","91","98","99","99","99","99","99","99","99","99","98","96","95","98","99","",
"St. Vincent and the Grenadines","VCT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","99","99","99","99","99","99","99","96","96","97","98","99","99","99","97","98","98","99","99","",
"Venezuela, RB","VEN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","53","60","72","82","88","71","62","53","84","78","78","81","82","78","87","84","66","60","64","54","56","56","",
"British Virgin Islands","VGB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","94","94","93","67","87","94","88","95","97","59","95","97","96","94","75","89","94","83","91","",
"Vanuatu","VUT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","82","82","69","66","69","75","73","71","70","68","66","64","63","61","59","62","66","69","73","76","79","83","86","80","81","85","85","90","78","62","68","",
"World","WLD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.263677130772351","0.667823261962992","1.28481751277936","2.59309405335372","4.43140051260602","7.6222925512156","11.4626503508051","13.508206847276","14.6848288552665","15.5225129154783","18.5426148934753","29.7234318173875","32.1884911890931","37.7995189766387","44.3267357422681","48.6028928980097","53.9885058363561","57.7898777508971","62.7525795328677","68.797552915068","73.1437035138273","72.7721684730259","74.3178403757381","79.7876608823738","79.4805141218128","81.6953842739542","83.031942720939","84.1877953807626","83.9151104043956","84.557999585295","86.0446034080148","83.3822582677343","81.4938831220632","84.2967311910242","",
"Samoa","WSM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","1","94","96","98","99","98","97","93","93","92","90","62","51","46","58","26","58","72","75","82","85","81","80","74","67","44","68","89","85","76","",
"Kosovo","XKX","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","14","19","31","38","43","80","78","79","78","76","76","69","67","73","73","69","71","68","65","73","72","72","74","",
"South Africa","ZAF","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","74","73","73","72","72","71","76","79","83","83","76","74","71","76","70","73","85","85","85","84","82","85","84","86","85","",
"Zambia","ZMB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","81","80","87","94","83","81","78","79","86","90","95","94","90","88","84","91","82","",
"Zimbabwe","ZWE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","9","16","24","31","79","76","73","70","68","65","68","72","75","73","90","94","97","95","91","87","90","89","89","90","86","88","90","",
