Country,Year,Life expectancy,Adult mortality,Infant deaths,Alcohol,Percentage expenditure,Hepatitis B,Measles,BMI,Polio,Total expenditure,Diphtheria,HIV/AIDS,Thinness 1-19 years,Income composition of resources,Schooling
Swaziland,2007,50.0,51.0,1.3862943611198906,5.55,3.792484677897943,92.0,0.0,28.5,88.0,7.5,87.0,3.730501128804756,6.5,0.508,10.5
Swaziland,2008,51.4,477.0,1.3862943611198906,4.87,6.025881197622475,9.0,0.6931471805599453,28.9,89.0,8.19,88.0,3.7184382563554808,6.1,0.514,10.6
Swaziland,2009,52.6,46.0,1.3862943611198906,4.9,3.883961998311251,88.0,3.295836866004329,29.3,89.0,8.46,88.0,3.5467396869528134,5.8,0.519,10.8
Swaziland,2010,53.6,459.0,1.0986122886681098,4.93,4.059351132077814,89.0,5.749392985908253,29.7,89.0,8.47,89.0,3.1179499062782403,5.4,0.523,11.0
Swaziland,2011,55.0,438.0,1.0986122886681098,5.2,6.60219310300847,91.0,0.0,3.2,85.0,8.61,91.0,2.8154087194227095,5.1,0.526,11.2
Swaziland,2012,56.5,412.0,1.0986122886681098,0.01,6.580962792115279,95.0,0.0,3.7,92.0,8.76,95.0,2.580216829592325,4.8,0.534,11.3
Swaziland,2013,57.6,393.0,1.0986122886681098,0.01,6.565202524141995,98.0,0.0,31.2,98.0,9.66,98.0,2.379546134130174,4.5,0.539,11.4
Swaziland,2014,58.4,382.0,1.0986122886681098,0.01,6.355047220502887,98.0,0.0,31.8,98.0,9.25,98.0,2.1162555148025524,4.3,0.541,11.4
Sweden,2000,79.6,73.0,0.0,6.2,8.21357881788387,42.0,4.0943445622221,52.8,99.0,8.18,99.0,0.09531017980432493,1.4,0.873,15.9
Sweden,2001,79.8,73.0,0.0,6.6,8.176264039004854,42.0,1.791759469228055,53.4,99.0,8.86,99.0,0.09531017980432493,1.3,0.877,15.9
Sweden,2002,79.9,71.0,0.0,6.9,8.293824582278415,42.0,2.302585092994046,53.9,99.0,9.23,99.0,0.09531017980432493,1.3,0.88,15.9
Sweden,2003,82.0,69.0,0.0,6.9,8.53078271770416,42.0,1.3862943611198906,54.4,99.0,9.31,99.0,0.09531017980432493,1.3,0.882,15.9
Sweden,2004,83.0,7.0,0.0,6.6,8.664640938527594,42.0,1.791759469228055,54.9,99.0,9.9,99.0,0.09531017980432493,1.3,0.888,16.0
Sweden,2005,85.0,66.0,0.0,6.5,6.396995053577627,42.0,2.6390573296152584,55.3,98.0,9.6,98.0,0.09531017980432493,1.3,0.89,16.0
Sweden,2006,88.0,64.0,0.0,6.5,8.75943577181435,42.0,2.995732273553991,55.7,98.0,8.95,98.0,0.09531017980432493,1.3,0.892,15.9
Sweden,2007,89.0,63.0,0.0,6.9,8.935165309385688,42.0,0.6931471805599453,56.1,98.0,8.92,98.0,0.09531017980432493,1.3,0.895,15.8
Sweden,2008,81.1,62.0,0.0,6.9,9.000432698930796,42.0,3.258096538021482,56.5,98.0,9.23,98.0,0.09531017980432493,1.3,0.897,15.7
Sweden,2009,81.4,62.0,0.0,7.3,6.526651598091937,42.0,1.3862943611198906,56.9,98.0,9.94,98.0,0.09531017980432493,1.3,0.898,15.8
Sweden,2010,81.5,58.0,0.0,7.2,6.658329027016702,42.0,1.9459101490553132,57.3,98.0,9.47,98.0,0.09531017980432493,1.3,0.895,15.8
Sweden,2011,81.7,58.0,0.0,7.4,9.348245556860926,42.0,3.295836866004329,57.7,98.0,11.7,98.0,0.09531017980432493,1.4,0.901,16.0
Sweden,2012,81.7,57.0,0.0,7.4,9.300914195660686,53.0,3.4339872044851463,58.1,98.0,11.8,98.0,0.09531017980432493,1.4,0.903,15.8
Sweden,2013,81.9,57.0,0.0,7.3,7.101401079639117,67.0,3.9512437185814275,58.5,98.0,11.97,98.0,0.09531017980432493,1.4,0.904,15.8
Sweden,2014,82.3,54.0,0.0,7.3,7.041597475926992,67.0,3.295836866004329,59.0,98.0,11.93,98.0,0.09531017980432493,1.5,0.906,15.8
Syrian Arab Republic,2000,72.6,136.0,2.3978952727983707,1.41,4.415551725830526,79.0,4.990432586778736,43.9,86.0,4.92,84.0,0.09531017980432493,6.8,0.588,10.0
Syrian Arab Republic,2001,72.7,135.0,2.3978952727983707,1.29,4.548607782722078,8.0,5.673323267171493,44.6,83.0,4.92,82.0,0.09531017980432493,6.7,0.589,10.1
Syrian Arab Republic,2002,72.8,135.0,2.302585092994046,1.25,4.529406965142719,8.0,6.289715570908998,45.3,86.0,4.94,84.0,0.09531017980432493,6.6,0.596,10.2
Syrian Arab Republic,2003,73.0,134.0,2.302585092994046,1.29,4.561807384161499,81.0,6.687108607866515,46.0,85.0,5.12,83.0,0.09531017980432493,6.6,0.599,10.3
Syrian Arab Republic,2004,73.2,131.0,2.302585092994046,0.93,2.4169220046913935,82.0,5.247024072160486,46.8,84.0,4.48,81.0,0.09531017980432493,6.5,0.61,10.6
Syrian Arab Republic,2005,73.5,127.0,2.302585092994046,0.92,4.764381703574055,83.0,5.929589143389895,47.6,83.0,4.11,8.0,0.09531017980432493,6.5,0.624,11.0
Syrian Arab Republic,2006,73.7,123.0,2.1972245773362196,0.97,4.817473864796244,83.0,6.249975242259483,48.5,83.0,3.78,8.0,0.09531017980432493,6.4,0.636,11.4
Syrian Arab Republic,2007,73.8,121.0,2.1972245773362196,0.83,2.943457541924955,83.0,6.0014148779611505,49.4,83.0,3.72,8.0,0.09531017980432493,6.4,0.644,11.5
Syrian Arab Republic,2008,73.8,122.0,2.1972245773362196,0.8,0.0,83.0,2.995732273553991,5.4,83.0,3.4,79.0,0.09531017980432493,6.4,0.651,11.6
Syrian Arab Republic,2009,73.8,124.0,2.0794415416798357,0.81,0.0,84.0,3.1354942159291497,51.3,83.0,3.55,8.0,0.09531017980432493,6.4,0.648,11.8
Syrian Arab Republic,2010,73.7,127.0,2.0794415416798357,0.78,0.0,84.0,3.295836866004329,52.3,83.0,3.28,8.0,0.09531017980432493,6.4,0.65,11.7
Syrian Arab Republic,2011,71.7,163.0,2.0794415416798357,0.76,0.0,66.0,2.6390573296152584,53.2,6.0,3.23,72.0,0.09531017980432493,6.3,0.646,12.0
Syrian Arab Republic,2012,62.8,32.0,2.0794415416798357,0.01,0.0,43.0,2.6390573296152584,54.2,47.0,3.25,45.0,0.09531017980432493,6.3,0.645,12.5
Syrian Arab Republic,2013,63.6,37.0,2.0794415416798357,0.01,0.0,71.0,6.608000625296087,55.2,5.0,3.25,41.0,0.09531017980432493,6.3,0.635,13.0
Syrian Arab Republic,2014,64.4,294.0,2.0794415416798357,0.01,0.0,47.0,6.38856140554563,56.2,52.0,3.25,43.0,0.09531017980432493,6.3,0.575,9.0
Tajikistan,2000,63.7,198.0,2.70805020110221,0.37,2.296869438919377,39.0,5.262690188904886,31.3,86.0,4.64,83.0,0.26236426446749106,4.2,0.529,9.6
Tajikistan,2001,64.0,194.0,2.6390573296152584,0.86,0.7617417516691649,39.0,3.6635616461296463,31.6,84.0,4.59,85.0,0.26236426446749106,4.1,0.535,9.7
Tajikistan,2002,64.3,193.0,2.5649493574615367,0.6,2.458004240832628,39.0,6.833031732786201,32.1,84.0,4.48,85.0,0.26236426446749106,4.0,0.543,9.8
Tajikistan,2003,65.2,182.0,2.4849066497880004,0.36,2.657264845761953,58.0,7.6708948313621175,32.5,82.0,4.46,85.0,0.26236426446749106,4.0,0.553,10.1
Tajikistan,2004,65.9,177.0,2.4849066497880004,0.38,1.1293748166265118,81.0,1.6094379124341003,33.0,82.0,5.7,86.0,0.26236426446749106,3.9,0.563,10.5
Tajikistan,2005,65.5,194.0,2.3978952727983707,0.37,3.036716962678761,81.0,0.0,33.5,79.0,5.89,84.0,0.26236426446749106,3.8,0.572,10.6
Tajikistan,2006,65.9,183.0,2.3978952727983707,0.38,1.28819489319076,88.0,1.3862943611198906,34.1,76.0,5.7,83.0,0.26236426446749106,3.8,0.579,10.7
Tajikistan,2007,66.1,181.0,2.3978952727983707,0.35,1.185525159250587,84.0,1.0986122886681098,34.7,85.0,5.35,86.0,0.26236426446749106,3.8,0.586,10.9
Tajikistan,2008,66.4,178.0,2.3978952727983707,0.32,1.6396494941900888,86.0,0.0,35.3,87.0,5.58,86.0,0.26236426446749106,3.8,0.592,10.8
Tajikistan,2009,66.7,174.0,2.3978952727983707,0.3,3.6032163840226286,93.0,0.0,35.9,93.0,5.93,93.0,0.1823215567939546,3.7,0.601,11.1
Tajikistan,2010,67.3,171.0,2.3978952727983707,0.32,3.7919097474613532,93.0,0.0,36.6,95.0,6.4,93.0,0.1823215567939546,3.7,0.603,11.1
Tajikistan,2011,68.1,166.0,2.3978952727983707,0.32,3.970139500050982,96.0,0.6931471805599453,37.4,97.0,5.98,96.0,0.1823215567939546,3.7,0.608,11.1
Tajikistan,2012,68.8,164.0,2.3978952727983707,0.01,4.283709608772806,94.0,2.833213344056216,38.2,96.0,6.39,94.0,0.1823215567939546,3.6,0.613,11.1
Tajikistan,2013,69.3,163.0,2.3978952727983707,0.01,0.7138887786497463,96.0,0.6931471805599453,39.0,97.0,6.75,96.0,0.1823215567939546,3.6,0.617,11.2
Tajikistan,2014,69.6,162.0,2.3978952727983707,0.01,2.178042731528667,97.0,0.0,39.9,94.0,6.88,97.0,0.1823215567939546,3.6,0.622,11.3
Thailand,2000,71.1,194.0,2.9444389791664403,5.88,0.24345448861465338,95.0,8.312626025674962,18.7,97.0,3.4,97.0,0.5877866649021191,9.4,0.64,10.9
Thailand,2001,71.2,194.0,2.8903717578961645,5.92,5.176502891109966,95.0,8.898365606955357,19.4,97.0,3.32,96.0,0.5877866649021191,9.3,0.649,11.2
Thailand,2002,71.4,192.0,2.833213344056216,5.93,3.354738105261963,95.0,9.241451367001236,2.2,97.0,3.7,96.0,0.5306282510621704,9.2,0.657,11.5
Thailand,2003,71.7,189.0,2.772588722239781,6.14,5.64839823145612,96.0,8.416267272826277,2.9,98.0,3.58,98.0,0.47000362924573563,9.1,0.666,11.8
Thailand,2004,71.6,189.0,2.70805020110221,6.17,5.711617629837653,96.0,8.334711621820917,21.7,98.0,3.51,98.0,0.4054651081081644,9.0,0.674,11.9
Thailand,2005,72.5,177.0,2.6390573296152584,6.26,5.775157884975422,96.0,8.168202930236053,22.6,98.0,3.55,98.0,0.4054651081081644,8.9,0.682,12.0
Thailand,2006,73.0,168.0,2.6390573296152584,6.18,6.0751646164731286,96.0,8.185628891147607,23.6,98.0,3.49,98.0,0.4054651081081644,8.7,0.686,12.4
Thailand,2007,73.3,165.0,2.5649493574615367,6.2,6.257215203388294,96.0,8.267192185932146,24.6,98.0,3.56,98.0,0.3364722366212129,8.6,0.687,12.3
Thailand,2008,73.5,162.0,2.4849066497880004,5.92,6.415017026680843,98.0,8.960724500330858,25.7,99.0,3.92,99.0,0.26236426446749106,8.5,0.7,12.9
Thailand,2009,73.7,16.0,2.4849066497880004,5.88,6.306658682603092,98.0,8.711443319075466,26.8,99.0,4.11,99.0,0.26236426446749106,8.3,0.706,13.0
Thailand,2010,73.9,158.0,2.3978952727983707,5.95,4.2861362919826105,98.0,7.857093864902493,27.9,99.0,3.81,99.0,0.1823215567939546,8.2,0.711,13.1
Thailand,2011,74.1,155.0,2.3978952727983707,6.07,6.6193330732326014,98.0,8.057377488557991,29.0,99.0,4.12,99.0,0.1823215567939546,8.1,0.72,13.3
Thailand,2012,74.3,154.0,2.302585092994046,6.56,6.687171530450438,98.0,8.556029215201436,3.1,99.0,4.17,99.0,0.09531017980432493,8.0,0.729,13.7
Thailand,2013,74.5,153.0,2.302585092994046,6.5,6.671637095350597,99.0,7.879291485082271,31.3,99.0,4.0,99.0,0.09531017980432493,7.9,0.733,13.6
Thailand,2014,74.6,152.0,2.1972245773362196,6.41,6.672130782320455,99.0,0.0,32.4,99.0,4.12,99.0,0.09531017980432493,7.8,0.737,13.6
The former Yugoslav republic of Macedonia,2000,72.6,125.0,0.0,2.86,0.0,53.0,3.6109179126442243,52.7,96.0,8.52,95.0,0.09531017980432493,2.8,0.0,11.7
The former Yugoslav republic of Macedonia,2001,73.1,126.0,0.0,3.27,0.0,53.0,3.332204510175204,53.2,91.0,8.18,91.0,0.09531017980432493,2.8,0.0,11.8
The former Yugoslav republic of Macedonia,2002,72.8,128.0,0.0,2.53,0.0,53.0,2.995732273553991,53.6,97.0,9.1,96.0,0.09531017980432493,2.7,0.0,11.9
The former Yugoslav republic of Macedonia,2003,73.2,126.0,0.0,2.4,0.0,53.0,2.9444389791664403,54.1,96.0,9.17,96.0,0.09531017980432493,2.7,0.0,11.9
The former Yugoslav republic of Macedonia,2004,73.5,12.0,0.0,2.07,0.0,53.0,2.302585092994046,54.5,95.0,8.64,94.0,0.09531017980432493,2.6,0.0,11.9
The former Yugoslav republic of Macedonia,2005,73.6,12.0,0.0,1.75,0.0,53.0,1.791759469228055,54.9,98.0,7.95,97.0,0.09531017980432493,2.5,0.0,11.9
The former Yugoslav republic of Macedonia,2006,73.7,122.0,0.0,1.74,0.0,89.0,1.3862943611198906,55.4,92.0,7.61,93.0,0.09531017980432493,2.5,0.703,12.1
The former Yugoslav republic of Macedonia,2007,73.5,12.0,0.0,1.75,0.0,96.0,0.6931471805599453,55.9,96.0,6.9,95.0,0.09531017980432493,2.4,0.709,12.2
The former Yugoslav republic of Macedonia,2008,74.2,111.0,0.0,1.72,0.0,97.0,3.332204510175204,56.4,96.0,6.85,95.0,0.09531017980432493,2.4,0.714,12.2
The former Yugoslav republic of Macedonia,2009,74.4,111.0,0.0,1.77,0.0,95.0,1.791759469228055,56.9,96.0,6.74,96.0,0.09531017980432493,2.3,0.73,13.0
The former Yugoslav republic of Macedonia,2010,74.7,18.0,0.0,1.47,0.0,9.0,5.384495062789089,57.4,95.0,6.83,95.0,0.09531017980432493,2.3,0.732,13.0
The former Yugoslav republic of Macedonia,2011,74.9,17.0,0.0,1.16,0.0,96.0,6.553933404025811,57.9,97.0,6.61,96.0,0.09531017980432493,2.2,0.735,12.9
The former Yugoslav republic of Macedonia,2012,75.1,15.0,0.0,1.23,0.0,98.0,2.0794415416798357,58.5,97.0,6.76,95.0,0.09531017980432493,2.2,0.739,12.9
The former Yugoslav republic of Macedonia,2013,75.3,14.0,0.0,1.03,0.0,97.0,1.6094379124341003,59.1,98.0,6.7,98.0,0.09531017980432493,2.2,0.741,12.9
The former Yugoslav republic of Macedonia,2014,75.5,12.0,0.0,1.13,0.0,97.0,4.762173934797756,59.7,96.0,6.48,95.0,0.09531017980432493,2.2,0.743,12.9
Timor-Leste,2000,58.7,276.0,1.3862943611198906,0.5,3.9134154665040803,79.0,0.0,11.9,38.0,3.26,54.0,0.09531017980432493,12.2,0.0,0.0
Timor-Leste,2001,59.4,269.0,1.3862943611198906,0.5,2.022419167144945,79.0,0.0,12.3,38.0,3.75,54.0,0.09531017980432493,12.1,0.47,9.8
Timor-Leste,2002,62.0,261.0,1.3862943611198906,0.48,1.8944850300394287,79.0,0.0,12.6,38.0,3.89,54.0,0.09531017980432493,12.1,0.475,9.8
Timor-Leste,2003,61.0,25.0,1.3862943611198906,0.44,3.8584392520462116,79.0,4.553876891600541,12.9,55.0,2.48,55.0,0.09531017980432493,12.1,0.485,9.8
Timor-Leste,2004,62.3,229.0,1.3862943611198906,0.38,2.242387954137499,79.0,3.7376696182833684,13.2,57.0,1.31,57.0,0.09531017980432493,12.0,0.484,10.2
Timor-Leste,2005,63.7,26.0,1.3862943611198906,0.36,2.095209656337556,79.0,5.318119993844216,13.5,55.0,1.5,55.0,0.09531017980432493,12.0,0.492,10.6
Timor-Leste,2006,64.9,186.0,1.0986122886681098,0.04,3.3716176828289455,79.0,4.51085950651685,13.9,62.0,0.65,63.0,0.09531017980432493,11.9,0.511,11.0
Timor-Leste,2007,65.8,173.0,1.0986122886681098,0.05,2.546132578626264,79.0,0.0,14.2,7.0,0.37,7.0,0.09531017980432493,11.8,0.541,11.3
Timor-Leste,2008,66.2,168.0,1.0986122886681098,0.06,3.629447585668676,79.0,0.0,14.7,79.0,0.74,79.0,0.09531017980432493,11.7,0.566,11.7
Timor-Leste,2009,66.6,165.0,1.0986122886681098,0.09,3.616294970861433,72.0,2.3978952727983707,15.1,78.0,1.2,72.0,0.09531017980432493,11.6,0.599,12.1
Timor-Leste,2010,66.9,163.0,1.0986122886681098,0.1,3.6784190960815155,72.0,3.9318256327243257,15.5,72.0,0.92,72.0,0.09531017980432493,11.5,0.599,12.4
Timor-Leste,2011,67.2,161.0,1.0986122886681098,0.5,1.315488401087954,67.0,6.638567789166521,15.8,66.0,0.76,67.0,0.09531017980432493,11.3,0.607,12.5
Timor-Leste,2012,67.4,159.0,1.0986122886681098,0.01,3.439776397946392,83.0,2.833213344056216,16.2,83.0,1.1,83.0,0.09531017980432493,11.2,0.618,12.5
Timor-Leste,2013,67.7,158.0,1.0986122886681098,0.01,1.4770201495508741,82.0,1.6094379124341003,16.6,82.0,1.29,82.0,0.09531017980432493,11.1,0.62,12.5
Timor-Leste,2014,68.0,155.0,1.0986122886681098,0.01,3.372310306458147,77.0,3.871201010907891,17.0,76.0,1.48,77.0,0.09531017980432493,1.9,0.612,12.5
Togo,2000,54.6,339.0,2.70805020110221,1.1,1.1084452099887843,24.0,8.182838710766026,16.6,63.0,4.35,64.0,1.8082887711792655,9.4,0.425,9.3
Togo,2001,54.6,345.0,2.70805020110221,0.95,1.1146742269957246,24.0,7.51425465281641,17.1,51.0,4.29,5.0,1.840549633397487,9.2,0.426,9.4
Togo,2002,54.7,351.0,2.772588722239781,1.0,1.0970053021566564,24.0,5.8971538676367405,17.5,58.0,4.7,59.0,1.840549633397487,9.0,0.428,9.7
Togo,2003,54.7,355.0,2.772588722239781,1.02,1.3852838064314579,24.0,5.69035945432406,17.9,72.0,5.0,72.0,1.824549292051046,8.8,0.428,9.9
Togo,2004,54.9,355.0,2.772588722239781,1.01,1.607421574590539,24.0,4.127134385045092,18.4,71.0,5.6,71.0,1.8082887711792655,8.6,0.432,10.0
Togo,2005,55.0,357.0,2.772588722239781,1.14,3.6275821513483946,24.0,3.6635616461296463,18.9,8.0,5.17,82.0,1.791759469228055,8.4,0.435,10.1
Togo,2006,55.7,345.0,2.772588722239781,1.37,1.9776923840173553,24.0,3.295836866004329,19.3,85.0,5.56,84.0,1.791759469228055,8.1,0.436,10.2
Togo,2007,55.9,344.0,2.70805020110221,1.37,0.5162208069559892,24.0,2.1972245773362196,19.8,72.0,5.55,82.0,1.8082887711792655,7.9,0.443,10.6
Togo,2008,56.2,344.0,2.70805020110221,1.33,4.25361422595203,24.0,5.236441962829949,2.4,8.0,5.73,81.0,1.7578579175523736,7.7,0.441,10.1
Togo,2009,56.7,336.0,2.70805020110221,1.24,4.357932593478903,78.0,6.054439346269371,2.9,78.0,6.64,78.0,1.667706820558076,7.5,0.442,10.6
Togo,2010,57.4,323.0,2.70805020110221,1.21,3.760303310195323,83.0,4.795790545596741,21.4,83.0,5.37,83.0,1.5686159179138452,7.3,0.449,11.0
Togo,2011,58.3,34.0,2.70805020110221,1.44,3.690941962181121,85.0,5.236441962829949,22.0,85.0,5.21,85.0,1.2809338454620642,7.1,0.457,11.5
Togo,2012,58.9,294.0,2.70805020110221,0.01,3.7518608152256263,84.0,5.476463551931511,22.6,84.0,5.11,84.0,0.9932517730102834,7.0,0.464,12.0
Togo,2013,59.4,287.0,2.70805020110221,0.01,3.906617841614051,84.0,6.336825731146441,23.1,84.0,5.12,84.0,0.9162907318741551,6.8,0.47,12.0
Togo,2014,59.7,285.0,2.6390573296152584,0.01,1.7711060037016637,87.0,6.359573868672378,23.7,85.0,5.25,87.0,0.6931471805599453,6.6,0.475,12.0
Tonga,2000,71.6,158.0,0.0,1.24,3.7254835008663045,93.0,0.0,65.5,91.0,4.75,91.0,0.09531017980432493,0.1,0.676,13.7
Tonga,2001,71.8,157.0,0.0,1.35,5.802422677712894,91.0,1.6094379124341003,66.2,91.0,5.66,89.0,0.09531017980432493,0.1,0.674,13.2
Tonga,2002,71.9,155.0,0.0,1.51,5.742427182847907,88.0,0.0,67.0,85.0,5.3,84.0,0.09531017980432493,0.1,0.679,13.5
Tonga,2003,72.0,153.0,0.0,1.79,3.8469735849503963,85.0,0.0,67.8,91.0,5.9,9.0,0.09531017980432493,0.1,0.683,13.7
Tonga,2004,72.2,151.0,0.0,1.8,6.050429795042429,9.0,0.0,68.6,91.0,4.87,9.0,0.09531017980432493,0.1,0.693,14.6
Tonga,2005,72.3,15.0,0.0,1.57,6.5380588107901145,89.0,0.0,69.4,9.0,6.52,89.0,0.09531017980432493,0.1,0.694,14.6
Tonga,2006,72.4,148.0,0.0,1.79,6.223742642354251,89.0,0.0,7.1,89.0,5.61,88.0,0.09531017980432493,0.1,0.695,14.6
Tonga,2007,72.5,146.0,0.0,2.05,6.345407003475577,87.0,0.0,7.8,88.0,5.82,87.0,0.09531017980432493,0.1,0.698,14.5
Tonga,2008,72.6,145.0,0.0,1.1,6.346733133714671,84.0,0.0,71.5,88.0,5.13,86.0,0.09531017980432493,0.1,0.698,14.5
Tonga,2009,72.5,147.0,0.0,1.08,1.7550618679359578,84.0,0.0,72.1,86.0,4.67,84.0,0.09531017980432493,0.1,0.703,14.5
Tonga,2010,72.8,142.0,0.0,1.24,6.158737537578754,82.0,0.0,72.7,84.0,4.59,82.0,0.09531017980432493,0.1,0.707,14.4
Tonga,2011,72.9,14.0,0.0,0.96,2.0836801495762645,82.0,0.0,73.3,84.0,4.6,82.0,0.09531017980432493,0.1,0.712,14.4
Tonga,2012,73.0,138.0,0.0,0.01,4.1713511251616024,77.0,0.0,73.8,79.0,4.51,77.0,0.09531017980432493,0.1,0.717,14.4
Tonga,2013,73.2,137.0,0.0,0.01,6.37322590906116,82.0,0.0,74.3,84.0,4.98,82.0,0.09531017980432493,0.1,0.718,14.3
Tonga,2014,73.3,135.0,0.0,0.01,6.340301484243187,8.0,0.0,74.8,82.0,5.18,8.0,0.09531017980432493,0.1,0.716,14.3
Trinidad and Tobago,2000,69.1,197.0,0.0,4.68,3.7976268945611293,5.0,0.0,33.6,9.0,4.17,9.0,0.6418538861723947,6.7,0.709,11.7
Trinidad and Tobago,2001,69.1,194.0,0.0,4.55,6.2494176507338315,5.0,0.0,34.4,91.0,4.4,91.0,0.7884573603642703,6.6,0.715,11.8
Trinidad and Tobago,2002,69.2,192.0,0.0,5.12,4.290995152560912,5.0,0.0,35.2,96.0,5.0,96.0,1.0986122886681098,6.5,0.721,11.9
Trinidad and Tobago,2003,69.3,191.0,0.0,5.53,4.378547605739773,76.0,0.0,36.0,91.0,5.13,91.0,0.4054651081081644,6.4,0.729,12.0
Trinidad and Tobago,2004,69.4,19.0,0.0,5.82,2.553421731262591,94.0,0.0,36.8,94.0,5.22,94.0,0.6931471805599453,6.3,0.736,12.2
Trinidad and Tobago,2005,69.5,189.0,0.0,6.12,7.0808254155529795,95.0,0.0,37.6,95.0,5.31,95.0,0.4054651081081644,6.3,0.745,12.3
Trinidad and Tobago,2006,69.6,188.0,0.0,6.35,4.647952519228209,89.0,0.0,38.4,89.0,4.49,92.0,0.47000362924573563,6.2,0.751,12.3
Trinidad and Tobago,2007,69.7,187.0,0.0,6.37,4.926410346313615,89.0,0.0,39.3,9.0,4.82,88.0,0.5306282510621704,6.1,0.76,12.4
Trinidad and Tobago,2008,69.9,185.0,0.0,6.41,7.5515509880691765,9.0,0.0,4.2,91.0,4.4,9.0,0.26236426446749106,6.1,0.767,12.4
Trinidad and Tobago,2009,71.0,183.0,0.0,6.37,4.860506960775932,9.0,0.0,41.1,9.0,6.47,9.0,0.1823215567939546,6.0,0.773,12.5
Trinidad and Tobago,2010,74.0,179.0,0.0,6.5,7.237614758727125,9.0,0.0,42.0,91.0,5.29,9.0,0.3364722366212129,5.9,0.772,12.5
Trinidad and Tobago,2011,76.0,176.0,0.0,6.5,4.983504363740443,9.0,0.0,43.0,91.0,5.6,9.0,0.3364722366212129,5.9,0.774,12.6
Trinidad and Tobago,2012,78.0,174.0,0.0,6.7,7.304674915666517,92.0,0.0,44.0,91.0,5.78,92.0,0.3364722366212129,5.9,0.772,12.6
Trinidad and Tobago,2013,71.0,172.0,0.0,6.71,5.125544816126957,92.0,0.0,45.0,94.0,5.98,92.0,0.26236426446749106,5.8,0.773,12.7
Trinidad and Tobago,2014,71.1,171.0,0.0,6.94,7.365099324655405,92.0,0.0,46.0,94.0,5.93,92.0,0.26236426446749106,5.8,0.778,12.7
Tunisia,2000,72.9,112.0,1.6094379124341003,1.21,5.582684775065994,94.0,3.871201010907891,48.1,97.0,5.4,97.0,0.09531017980432493,6.6,0.646,12.8
Tunisia,2001,73.2,11.0,1.6094379124341003,1.19,5.554074736939422,94.0,5.44673737166631,48.9,98.0,5.29,98.0,0.09531017980432493,6.5,0.654,13.1
Tunisia,2002,73.5,19.0,1.6094379124341003,1.17,5.575261345483104,93.0,4.59511985013459,49.7,96.0,5.32,96.0,0.09531017980432493,6.5,0.662,13.3
Tunisia,2003,73.7,17.0,1.6094379124341003,1.34,5.776938190581652,92.0,3.1354942159291497,5.6,95.0,5.36,95.0,0.09531017980432493,6.4,0.667,13.5
Tunisia,2004,74.0,15.0,1.3862943611198906,1.36,5.9421847647701345,96.0,0.6931471805599453,51.4,97.0,5.63,97.0,0.09531017980432493,6.4,0.673,13.6
Tunisia,2005,74.2,14.0,1.3862943611198906,1.37,5.941522955863246,97.0,2.772588722239781,52.2,98.0,5.57,98.0,0.09531017980432493,6.4,0.683,13.9
Tunisia,2006,74.4,12.0,1.3862943611198906,1.46,6.042906795676307,99.0,1.3862943611198906,53.1,99.0,5.64,99.0,0.09531017980432493,6.3,0.689,14.2
Tunisia,2007,74.6,12.0,1.3862943611198906,1.24,6.154068594545622,98.0,1.6094379124341003,53.9,98.0,5.64,98.0,0.09531017980432493,6.3,0.695,14.3
Tunisia,2008,74.7,12.0,1.3862943611198906,1.37,3.990547944149817,99.0,1.0986122886681098,54.7,99.0,5.63,99.0,0.09531017980432493,6.3,0.701,14.3
Tunisia,2009,74.7,12.0,1.3862943611198906,1.4,6.374395637436917,99.0,0.6931471805599453,55.6,99.0,6.18,99.0,0.09531017980432493,6.3,0.706,14.4
Tunisia,2010,74.8,12.0,1.3862943611198906,1.28,4.187473078777361,98.0,0.6931471805599453,56.5,98.0,6.54,98.0,0.09531017980432493,6.3,0.71,14.4
Tunisia,2011,74.8,13.0,1.3862943611198906,1.29,6.436490106325029,98.0,2.4849066497880004,57.4,98.0,7.15,98.0,0.09531017980432493,6.4,0.714,14.5
Tunisia,2012,74.9,13.0,1.3862943611198906,1.3,6.374816409866934,97.0,3.8918202981106265,58.3,97.0,7.18,97.0,0.09531017980432493,6.4,0.717,14.6
Tunisia,2013,74.9,13.0,1.3862943611198906,1.29,6.389645372798778,98.0,2.833213344056216,59.3,98.0,7.26,98.0,0.09531017980432493,6.4,0.72,14.7
Tunisia,2014,75.1,12.0,1.3862943611198906,1.39,6.4066656588124395,98.0,2.772588722239781,6.2,98.0,7.0,98.0,0.09531017980432493,6.5,0.722,14.7
Turkey,2000,74.0,143.0,3.8066624897703196,1.54,6.045705685306464,71.0,9.6955404481032,53.5,85.0,4.95,85.0,0.09531017980432493,5.3,0.641,10.7
Turkey,2001,78.0,14.0,3.7376696182833684,1.49,5.550764054802844,77.0,10.325809777710715,54.3,88.0,5.16,88.0,0.09531017980432493,5.2,0.653,11.1
Turkey,2002,71.2,138.0,3.6635616461296463,1.47,3.5988806191120988,72.0,8.964951211714654,55.1,78.0,5.36,78.0,0.09531017980432493,5.2,0.658,11.5
Turkey,2003,71.6,135.0,3.58351893845611,1.42,6.131468429995783,68.0,8.67334187390617,55.9,69.0,5.34,68.0,0.09531017980432493,5.1,0.668,11.9
